m,TagName,
"2020-12-01 00:00:00","c#","5715"
"2020-12-01 00:00:00","c++","4432"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","533"
"2020-12-01 00:00:00","java","7767"
"2020-12-01 00:00:00","javascript","15932"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4778"
"2020-12-01 00:00:00","python","22060"
"2020-12-01 00:00:00","r","4328"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2089"
"2021-01-01 00:00:00","assembly","306"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6159"
"2021-01-01 00:00:00","c++","4088"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7996"
"2021-01-01 00:00:00","javascript","16776"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4745"
"2021-01-01 00:00:00","python","22763"
"2021-01-01 00:00:00","r","4335"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2300"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2232"
"2021-02-01 00:00:00","c#","5771"
"2021-02-01 00:00:00","c++","4075"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7534"
"2021-02-01 00:00:00","javascript","15196"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4382"
"2021-02-01 00:00:00","python","21299"
"2021-02-01 00:00:00","r","4316"
"2021-02-01 00:00:00","ruby","529"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2473"
"2021-03-01 00:00:00","c#","6353"
"2021-03-01 00:00:00","c++","4275"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8621"
"2021-03-01 00:00:00","javascript","16667"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4729"
"2021-03-01 00:00:00","python","23697"
"2021-03-01 00:00:00","r","5160"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2368"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2288"
"2021-04-01 00:00:00","c#","5866"
"2021-04-01 00:00:00","c++","3909"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","620"
"2021-04-01 00:00:00","java","7878"
"2021-04-01 00:00:00","javascript","15769"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4292"
"2021-04-01 00:00:00","python","22290"
"2021-04-01 00:00:00","r","4788"
"2021-04-01 00:00:00","ruby","515"
"2021-04-01 00:00:00","swift","2095"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2075"
"2021-05-01 00:00:00","c#","5696"
"2021-05-01 00:00:00","c++","4160"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","639"
"2021-05-01 00:00:00","java","7897"
"2021-05-01 00:00:00","javascript","15710"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4245"
"2021-05-01 00:00:00","python","22260"
"2021-05-01 00:00:00","r","4659"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1847"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1859"
"2021-06-01 00:00:00","c#","5591"
"2021-06-01 00:00:00","c++","3800"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","606"
"2021-06-01 00:00:00","java","7535"
"2021-06-01 00:00:00","javascript","14900"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4057"
"2021-06-01 00:00:00","python","20750"
"2021-06-01 00:00:00","r","4271"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1778"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1607"
"2021-07-01 00:00:00","c#","5174"
"2021-07-01 00:00:00","c++","3472"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6913"
"2021-07-01 00:00:00","javascript","14674"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3880"
"2021-07-01 00:00:00","python","20453"
"2021-07-01 00:00:00","r","4040"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1950"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1522"
"2021-08-01 00:00:00","c#","5083"
"2021-08-01 00:00:00","c++","3228"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","740"
"2021-08-01 00:00:00","java","6706"
"2021-08-01 00:00:00","javascript","14526"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3848"
"2021-08-01 00:00:00","python","19721"
"2021-08-01 00:00:00","r","4029"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1880"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1698"
"2021-09-01 00:00:00","c#","5022"
"2021-09-01 00:00:00","c++","3572"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6577"
"2021-09-01 00:00:00","javascript","14329"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3700"
"2021-09-01 00:00:00","python","18895"
"2021-09-01 00:00:00","r","3892"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1611"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2086"
"2021-10-01 00:00:00","c#","5251"
"2021-10-01 00:00:00","c++","3688"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6523"
"2021-10-01 00:00:00","javascript","13735"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3583"
"2021-10-01 00:00:00","python","19685"
"2021-10-01 00:00:00","r","4163"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","279"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5550"
"2021-11-01 00:00:00","c++","3785"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","646"
"2021-11-01 00:00:00","java","6869"
"2021-11-01 00:00:00","javascript","13362"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3471"
"2021-11-01 00:00:00","python","19921"
"2021-11-01 00:00:00","r","4019"
"2021-11-01 00:00:00","ruby","391"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","264"
"2021-12-01 00:00:00","c","2091"
"2021-12-01 00:00:00","c#","4997"
"2021-12-01 00:00:00","c++","3545"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","java","6141"
"2021-12-01 00:00:00","javascript","12990"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3221"
"2021-12-01 00:00:00","python","18902"
"2021-12-01 00:00:00","r","3535"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","swift","1410"
"2022-01-01 00:00:00","assembly","227"
"2022-01-01 00:00:00","c","1940"
"2022-01-01 00:00:00","c#","5237"
"2022-01-01 00:00:00","c++","3587"
"2022-01-01 00:00:00","delphi","133"
"2022-01-01 00:00:00","go","737"
"2022-01-01 00:00:00","java","6398"
"2022-01-01 00:00:00","javascript","13854"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3360"
"2022-01-01 00:00:00","python","19568"
"2022-01-01 00:00:00","r","3844"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1721"
"2022-02-01 00:00:00","assembly","213"
"2022-02-01 00:00:00","c","1667"
"2022-02-01 00:00:00","c#","5068"
"2022-02-01 00:00:00","c++","3177"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","java","5880"
"2022-02-01 00:00:00","javascript","12726"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3105"
"2022-02-01 00:00:00","python","19158"
"2022-02-01 00:00:00","r","3905"
"2022-02-01 00:00:00","ruby","403"
"2022-02-01 00:00:00","swift","1592"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1938"
"2022-03-01 00:00:00","c#","5639"
"2022-03-01 00:00:00","c++","3491"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","755"
"2022-03-01 00:00:00","java","6528"
"2022-03-01 00:00:00","javascript","13493"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3113"
"2022-03-01 00:00:00","python","20603"
"2022-03-01 00:00:00","r","4476"
"2022-03-01 00:00:00","ruby","442"
"2022-03-01 00:00:00","swift","1728"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1734"
"2022-04-01 00:00:00","c#","5170"
"2022-04-01 00:00:00","c++","3450"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","707"
"2022-04-01 00:00:00","java","6319"
"2022-04-01 00:00:00","javascript","13394"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3166"
"2022-04-01 00:00:00","python","19736"
"2022-04-01 00:00:00","r","4173"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1439"
"2022-05-01 00:00:00","assembly","254"
"2022-05-01 00:00:00","c","1761"
"2022-05-01 00:00:00","c#","5468"
"2022-05-01 00:00:00","c++","3511"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","603"
"2022-05-01 00:00:00","java","6430"
"2022-05-01 00:00:00","javascript","13217"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3351"
"2022-05-01 00:00:00","python","19282"
"2022-05-01 00:00:00","r","4132"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1448"
"2022-06-01 00:00:00","assembly","237"
"2022-06-01 00:00:00","c","1554"
"2022-06-01 00:00:00","c#","5281"
"2022-06-01 00:00:00","c++","3061"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","674"
"2022-06-01 00:00:00","java","5686"
"2022-06-01 00:00:00","javascript","12547"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3183"
"2022-06-01 00:00:00","python","18656"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1501"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1375"
"2022-07-01 00:00:00","c#","5203"
"2022-07-01 00:00:00","c++","2971"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","java","5370"
"2022-07-01 00:00:00","javascript","12659"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3072"
"2022-07-01 00:00:00","python","18927"
"2022-07-01 00:00:00","r","3651"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1462"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1426"
"2022-08-01 00:00:00","c#","5454"
"2022-08-01 00:00:00","c++","2931"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","787"
"2022-08-01 00:00:00","java","5267"
"2022-08-01 00:00:00","javascript","12981"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3103"
"2022-08-01 00:00:00","python","18569"
"2022-08-01 00:00:00","r","3776"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1466"
"2022-09-01 00:00:00","assembly","174"
"2022-09-01 00:00:00","c","1543"
"2022-09-01 00:00:00","c#","4962"
"2022-09-01 00:00:00","c++","2764"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","java","5012"
"2022-09-01 00:00:00","javascript","11821"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2823"
"2022-09-01 00:00:00","python","16991"
"2022-09-01 00:00:00","r","3529"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1484"
"2022-10-01 00:00:00","assembly","224"
"2022-10-01 00:00:00","c","1881"
"2022-10-01 00:00:00","c#","5010"
"2022-10-01 00:00:00","c++","2916"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","676"
"2022-10-01 00:00:00","java","5254"
"2022-10-01 00:00:00","javascript","11565"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2755"
"2022-10-01 00:00:00","python","18406"
"2022-10-01 00:00:00","r","3905"
"2022-10-01 00:00:00","ruby","372"
"2022-10-01 00:00:00","swift","1324"
"2022-11-01 00:00:00","assembly","267"
"2022-11-01 00:00:00","c","1996"
"2022-11-01 00:00:00","c#","5150"
"2022-11-01 00:00:00","c++","2947"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","693"
"2022-11-01 00:00:00","java","5381"
"2022-11-01 00:00:00","javascript","11652"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2774"
"2022-11-01 00:00:00","python","18745"
"2022-11-01 00:00:00","r","3984"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1426"
"2022-12-01 00:00:00","assembly","258"
"2022-12-01 00:00:00","c","1717"
"2022-12-01 00:00:00","c#","4641"
"2022-12-01 00:00:00","c++","2601"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","java","4776"
"2022-12-01 00:00:00","javascript","10205"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2356"
"2022-12-01 00:00:00","python","15771"
"2022-12-01 00:00:00","r","3205"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","swift","1217"
"2023-01-01 00:00:00","assembly","224"
"2023-01-01 00:00:00","c","1430"
"2023-01-01 00:00:00","c#","4683"
"2023-01-01 00:00:00","c++","2401"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4668"
"2023-01-01 00:00:00","javascript","9982"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2525"
"2023-01-01 00:00:00","python","14906"
"2023-01-01 00:00:00","r","3252"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","swift","1198"
"2023-02-01 00:00:00","assembly","169"
"2023-02-01 00:00:00","c","1226"
"2023-02-01 00:00:00","c#","4100"
"2023-02-01 00:00:00","c++","2031"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4074"
"2023-02-01 00:00:00","javascript","8439"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2007"
"2023-02-01 00:00:00","python","12972"
"2023-02-01 00:00:00","r","3261"
"2023-02-01 00:00:00","ruby","312"
"2023-02-01 00:00:00","swift","1059"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1179"
"2023-03-01 00:00:00","c#","4221"
"2023-03-01 00:00:00","c++","2322"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","595"
"2023-03-01 00:00:00","java","4432"
"2023-03-01 00:00:00","javascript","8430"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1883"
"2023-03-01 00:00:00","python","12725"
"2023-03-01 00:00:00","r","3286"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1126"
"2023-04-01 00:00:00","assembly","177"
"2023-04-01 00:00:00","c","1093"
"2023-04-01 00:00:00","c#","3296"
"2023-04-01 00:00:00","c++","1763"
"2023-04-01 00:00:00","delphi","114"
"2023-04-01 00:00:00","go","477"
"2023-04-01 00:00:00","java","3564"
"2023-04-01 00:00:00","javascript","6522"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1582"
"2023-04-01 00:00:00","python","10001"
"2023-04-01 00:00:00","r","2576"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","890"
"2023-05-01 00:00:00","assembly","159"
"2023-05-01 00:00:00","c","977"
"2023-05-01 00:00:00","c#","3218"
"2023-05-01 00:00:00","c++","1625"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3290"
"2023-05-01 00:00:00","javascript","6103"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1606"
"2023-05-01 00:00:00","python","9502"
"2023-05-01 00:00:00","r","2353"
"2023-05-01 00:00:00","ruby","222"
"2023-05-01 00:00:00","swift","802"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","c","813"
"2023-06-01 00:00:00","c#","3232"
"2023-06-01 00:00:00","c++","1643"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","494"
"2023-06-01 00:00:00","java","3310"
"2023-06-01 00:00:00","javascript","5844"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1552"
"2023-06-01 00:00:00","python","9030"
"2023-06-01 00:00:00","r","2202"
"2023-06-01 00:00:00","ruby","190"
"2023-06-01 00:00:00","swift","926"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","838"
"2023-07-01 00:00:00","c#","3270"
"2023-07-01 00:00:00","c++","1656"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","488"
"2023-07-01 00:00:00","java","3137"
"2023-07-01 00:00:00","javascript","5897"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1445"
"2023-07-01 00:00:00","python","8980"
"2023-07-01 00:00:00","r","2019"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","933"
"2023-08-01 00:00:00","assembly","135"
"2023-08-01 00:00:00","c","794"
"2023-08-01 00:00:00","c#","3084"
"2023-08-01 00:00:00","c++","1515"
"2023-08-01 00:00:00","delphi","94"
"2023-08-01 00:00:00","go","462"
"2023-08-01 00:00:00","java","3039"
"2023-08-01 00:00:00","javascript","5219"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1504"
"2023-08-01 00:00:00","python","8229"
"2023-08-01 00:00:00","r","1994"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","767"
"2023-09-01 00:00:00","assembly","136"
"2023-09-01 00:00:00","c","821"
"2023-09-01 00:00:00","c#","2654"
"2023-09-01 00:00:00","c++","1379"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","397"
"2023-09-01 00:00:00","java","2676"
"2023-09-01 00:00:00","javascript","4486"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1387"
"2023-09-01 00:00:00","python","6953"
"2023-09-01 00:00:00","r","1735"
"2023-09-01 00:00:00","ruby","165"
"2023-09-01 00:00:00","swift","711"
"2023-10-01 00:00:00","assembly","160"
"2023-10-01 00:00:00","c","886"
"2023-10-01 00:00:00","c#","2621"
"2023-10-01 00:00:00","c++","1546"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","394"
"2023-10-01 00:00:00","java","2653"
"2023-10-01 00:00:00","javascript","4163"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1214"
"2023-10-01 00:00:00","python","7093"
"2023-10-01 00:00:00","r","1725"
"2023-10-01 00:00:00","ruby","164"
"2023-10-01 00:00:00","swift","731"
"2023-11-01 00:00:00","assembly","157"
"2023-11-01 00:00:00","c","895"
"2023-11-01 00:00:00","c#","2630"
"2023-11-01 00:00:00","c++","1324"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2589"
"2023-11-01 00:00:00","javascript","4000"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1192"
"2023-11-01 00:00:00","python","6729"
"2023-11-01 00:00:00","r","1658"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","708"
"2023-12-01 00:00:00","assembly","167"
"2023-12-01 00:00:00","c","814"
"2023-12-01 00:00:00","c#","2254"
"2023-12-01 00:00:00","c++","1300"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","311"
"2023-12-01 00:00:00","java","2026"
"2023-12-01 00:00:00","javascript","3701"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","992"
"2023-12-01 00:00:00","python","5588"
"2023-12-01 00:00:00","r","1344"
"2023-12-01 00:00:00","ruby","129"
"2023-12-01 00:00:00","swift","594"
"2024-01-01 00:00:00","assembly","163"
"2024-01-01 00:00:00","c","787"
"2024-01-01 00:00:00","c#","2304"
"2024-01-01 00:00:00","c++","1432"
"2024-01-01 00:00:00","delphi","84"
"2024-01-01 00:00:00","go","314"
"2024-01-01 00:00:00","java","2242"
"2024-01-01 00:00:00","javascript","3999"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1136"
"2024-01-01 00:00:00","python","6180"
"2024-01-01 00:00:00","r","1552"
"2024-01-01 00:00:00","ruby","148"
"2024-01-01 00:00:00","swift","700"
"2024-02-01 00:00:00","assembly","120"
"2024-02-01 00:00:00","c","729"
"2024-02-01 00:00:00","c#","2299"
"2024-02-01 00:00:00","c++","1322"
"2024-02-01 00:00:00","delphi","103"
"2024-02-01 00:00:00","go","286"
"2024-02-01 00:00:00","java","2207"
"2024-02-01 00:00:00","javascript","3648"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1057"
"2024-02-01 00:00:00","python","6173"
"2024-02-01 00:00:00","r","1545"
"2024-02-01 00:00:00","ruby","136"
"2024-02-01 00:00:00","swift","595"
"2024-03-01 00:00:00","assembly","135"
"2024-03-01 00:00:00","c","692"
"2024-03-01 00:00:00","c#","2269"
"2024-03-01 00:00:00","c++","1246"
"2024-03-01 00:00:00","delphi","91"
"2024-03-01 00:00:00","go","303"
"2024-03-01 00:00:00","java","2264"
"2024-03-01 00:00:00","javascript","3690"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1144"
"2024-03-01 00:00:00","python","5914"
"2024-03-01 00:00:00","r","1442"
"2024-03-01 00:00:00","ruby","121"
"2024-03-01 00:00:00","swift","598"
"2024-04-01 00:00:00","assembly","170"
"2024-04-01 00:00:00","c","675"
"2024-04-01 00:00:00","c#","2283"
"2024-04-01 00:00:00","c++","1197"
"2024-04-01 00:00:00","delphi","100"
"2024-04-01 00:00:00","go","291"
"2024-04-01 00:00:00","java","2049"
"2024-04-01 00:00:00","javascript","3256"
"2024-04-01 00:00:00","perl","25"
"2024-04-01 00:00:00","php","985"
"2024-04-01 00:00:00","python","5799"
"2024-04-01 00:00:00","r","1335"
"2024-04-01 00:00:00","ruby","109"
"2024-04-01 00:00:00","swift","577"
"2024-05-01 00:00:00","assembly","149"
"2024-05-01 00:00:00","c","615"
"2024-05-01 00:00:00","c#","2051"
"2024-05-01 00:00:00","c++","1304"
"2024-05-01 00:00:00","delphi","89"
"2024-05-01 00:00:00","go","253"
"2024-05-01 00:00:00","java","1808"
"2024-05-01 00:00:00","javascript","3107"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","934"
"2024-05-01 00:00:00","python","5470"
"2024-05-01 00:00:00","r","1184"
"2024-05-01 00:00:00","ruby","98"
"2024-05-01 00:00:00","swift","495"
"2024-06-01 00:00:00","assembly","83"
"2024-06-01 00:00:00","c","504"
"2024-06-01 00:00:00","c#","1669"
"2024-06-01 00:00:00","c++","989"
"2024-06-01 00:00:00","delphi","63"
"2024-06-01 00:00:00","go","214"
"2024-06-01 00:00:00","java","1412"
"2024-06-01 00:00:00","javascript","2268"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","781"
"2024-06-01 00:00:00","python","4209"
"2024-06-01 00:00:00","r","959"
"2024-06-01 00:00:00","ruby","93"
"2024-06-01 00:00:00","swift","474"
"2024-07-01 00:00:00","assembly","87"
"2024-07-01 00:00:00","c","535"
"2024-07-01 00:00:00","c#","1892"
"2024-07-01 00:00:00","c++","1067"
"2024-07-01 00:00:00","delphi","54"
"2024-07-01 00:00:00","go","241"
"2024-07-01 00:00:00","java","1360"
"2024-07-01 00:00:00","javascript","2430"
"2024-07-01 00:00:00","perl","32"
"2024-07-01 00:00:00","php","757"
"2024-07-01 00:00:00","python","4537"
"2024-07-01 00:00:00","r","977"
"2024-07-01 00:00:00","ruby","87"
"2024-07-01 00:00:00","swift","505"
"2024-08-01 00:00:00","assembly","110"
"2024-08-01 00:00:00","c","472"
"2024-08-01 00:00:00","c#","1808"
"2024-08-01 00:00:00","c++","1011"
"2024-08-01 00:00:00","delphi","82"
"2024-08-01 00:00:00","go","207"
"2024-08-01 00:00:00","java","1186"
"2024-08-01 00:00:00","javascript","2424"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","779"
"2024-08-01 00:00:00","python","4405"
"2024-08-01 00:00:00","r","872"
"2024-08-01 00:00:00","ruby","103"
"2024-08-01 00:00:00","swift","528"
"2024-09-01 00:00:00","assembly","85"
"2024-09-01 00:00:00","c","438"
"2024-09-01 00:00:00","c#","1552"
"2024-09-01 00:00:00","c++","969"
"2024-09-01 00:00:00","delphi","65"
"2024-09-01 00:00:00","go","151"
"2024-09-01 00:00:00","java","1259"
"2024-09-01 00:00:00","javascript","2133"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","602"
"2024-09-01 00:00:00","python","3644"
"2024-09-01 00:00:00","r","744"
"2024-09-01 00:00:00","ruby","81"
"2024-09-01 00:00:00","swift","493"
"2024-10-01 00:00:00","assembly","89"
"2024-10-01 00:00:00","c","462"
"2024-10-01 00:00:00","c#","1578"
"2024-10-01 00:00:00","c++","908"
"2024-10-01 00:00:00","delphi","84"
"2024-10-01 00:00:00","go","177"
"2024-10-01 00:00:00","java","1498"
"2024-10-01 00:00:00","javascript","1862"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","641"
"2024-10-01 00:00:00","python","3446"
"2024-10-01 00:00:00","r","781"
"2024-10-01 00:00:00","ruby","63"
"2024-10-01 00:00:00","swift","454"
"2024-11-01 00:00:00","assembly","97"
"2024-11-01 00:00:00","c","399"
"2024-11-01 00:00:00","c#","1348"
"2024-11-01 00:00:00","c++","840"
"2024-11-01 00:00:00","delphi","56"
"2024-11-01 00:00:00","go","123"
"2024-11-01 00:00:00","java","1251"
"2024-11-01 00:00:00","javascript","1617"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","540"
"2024-11-01 00:00:00","python","3099"
"2024-11-01 00:00:00","r","700"
"2024-11-01 00:00:00","ruby","75"
"2024-11-01 00:00:00","swift","386"
"2024-12-01 00:00:00","assembly","90"
"2024-12-01 00:00:00","c","325"
"2024-12-01 00:00:00","c#","1080"
"2024-12-01 00:00:00","c++","683"
"2024-12-01 00:00:00","delphi","42"
"2024-12-01 00:00:00","go","114"
"2024-12-01 00:00:00","java","1159"
"2024-12-01 00:00:00","javascript","1371"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","424"
"2024-12-01 00:00:00","python","2665"
"2024-12-01 00:00:00","r","548"
"2024-12-01 00:00:00","ruby","52"
"2024-12-01 00:00:00","swift","315"
"2025-01-01 00:00:00","assembly","68"
